gene_id	ERR5671402	ERR5671403	ERR5671404	ERR5671405	ERR5671406	ERR5671407	ERR5671408	ERR5671409	ERR5671410
ENSMUSG00000110025	0	0	0	0	0	0	0	0	0
ENSMUSG00000110032	0	0	0	0	0	1	0	0	0
ENSMUSG00000110034	0	0	0	0	0	0	0	0	0
ENSMUSG00000110046	0	0	2	0	0	1	0	0	0
ENSMUSG00000110062	17	6	18	6	10	4	19	9	10
ENSMUSG00000110068	19	19	14	33	15	67	11	6	10
ENSMUSG00000110077	7	33	24	29	9	25	7	29	12
ENSMUSG00000110081	1	0	0	0	0	0	0	0	0
ENSMUSG00000110084	13	9	34	55	4	131	8	26	53
ENSMUSG00000110088	1	2	0	5	0	9	8	2	2
ENSMUSG00000110089	0	0	0	0	0	0	0	0	0
ENSMUSG00000110097	0	0	0	0	0	0	0	0	0
ENSMUSG00000110099	0	0	0	0	0	0	0	0	0
ENSMUSG00000110120	28	21	7	32	20	17	24	35	32
ENSMUSG00000110123	33	0	0	0	0	0	0	0	0
ENSMUSG00000110124	4	0	0	2	4	4	5	2	3
ENSMUSG00000110127	10	1	6	17	2	29	0	4	5
ENSMUSG00000110131	0	0	2	0	0	8	0	0	8
ENSMUSG00000110139	0	0	0	0	1	0	0	0	0
ENSMUSG00000110149	0	0	1	0	0	0	0	0	0
ENSMUSG00000110163	0	0	0	0	0	0	0	0	0
ENSMUSG00000110165	0	9	4	10	9	11	4	8	0
ENSMUSG00000110167	17	17	21	18	7	59	7	9	14
ENSMUSG00000110171	0	0	0	0	0	0	0	1	0
ENSMUSG00000110173	0	1	1	0	0	0	0	0	0
ENSMUSG00000110186	0	0	0	0	0	0	0	0	0
ENSMUSG00000110189	0	0	0	0	0	0	0	0	0
ENSMUSG00000110229	0	0	0	0	0	0	0	0	0
ENSMUSG00000110230	0	1	0	0	0	0	0	0	0
ENSMUSG00000110239	0	10	3	2	3	9	0	6	0
ENSMUSG00000110249	0	0	0	1	0	0	0	0	0
ENSMUSG00000110250	0	2	7	30	1	21	10	0	0
ENSMUSG00000110275	4	31	19	5	0	19	29	5	4
ENSMUSG00000110313	0	0	0	0	0	0	1	0	0
ENSMUSG00000110314	0	0	0	0	0	0	0	0	0
ENSMUSG00000110318	0	0	4	12	0	7	2	1	0
ENSMUSG00000110329	0	0	0	0	0	0	0	0	0
ENSMUSG00000110333	0	0	0	0	0	1	0	0	0
ENSMUSG00000110334	0	0	0	0	0	0	0	0	0
ENSMUSG00000110338	0	0	0	0	0	0	0	0	0
ENSMUSG00000110355	0	0	0	0	0	0	0	0	1
ENSMUSG00000110365	4	7	3	10	8	17	7	37	14
ENSMUSG00000110378	0	5	6	0	0	2	12	0	7
ENSMUSG00000110383	0	0	0	0	0	0	0	0	0
ENSMUSG00000110386	255	56	18	102	18	81	88	36	13
ENSMUSG00000110397	0	4	0	2	0	12	0	0	0
ENSMUSG00000110416	0	0	0	1	0	0	0	0	0
ENSMUSG00000110421	0	0	0	0	0	0	0	0	0
ENSMUSG00000110430	0	0	0	1	0	0	0	0	0
ENSMUSG00000110438	0	0	0	1	0	0	0	0	0
ENSMUSG00000110443	0	0	1	0	0	0	0	0	0
ENSMUSG00000110458	2	4	2	0	2	8	5	7	9
ENSMUSG00000110464	0	0	0	0	0	0	0	1	0
ENSMUSG00000110501	0	0	0	0	0	0	0	1	0
ENSMUSG00000110511	0	0	0	0	0	1	0	0	0
ENSMUSG00000110515	0	0	0	0	0	0	0	0	1
ENSMUSG00000110533	0	1	0	0	0	0	0	0	0
ENSMUSG00000110546	1	0	0	0	0	0	0	0	0
ENSMUSG00000110549	0	0	0	0	0	0	0	0	0
ENSMUSG00000110556	11	3	9	21	23	77	47	7	41
ENSMUSG00000110568	0	0	0	0	0	0	0	0	0
ENSMUSG00000110569	1	108	0	119	134	79	119	145	0
ENSMUSG00000110572	0	0	0	0	0	0	0	0	0
ENSMUSG00000110585	1	0	0	0	0	0	0	0	0
ENSMUSG00000110590	0	0	0	0	0	0	0	0	0
ENSMUSG00000110599	0	0	0	0	0	0	0	0	0
ENSMUSG00000110619	0	0	1	0	0	0	0	0	0
ENSMUSG00000110631	3353	1469	18	1069	2396	703	2284	3669	4073
ENSMUSG00000110642	0	0	0	0	0	0	0	0	0
ENSMUSG00000110643	0	0	0	0	0	0	0	0	0
ENSMUSG00000110657	0	0	0	0	0	0	0	1	0
ENSMUSG00000110662	0	0	0	0	0	0	0	0	0
ENSMUSG00000110664	0	0	0	0	0	0	0	1	0
ENSMUSG00000110677	0	0	1	0	0	0	0	0	0
ENSMUSG00000110690	0	0	0	0	0	0	0	0	0
ENSMUSG00000110692	0	0	0	2	0	0	0	4	12
ENSMUSG00000110701	0	0	0	0	0	0	0	0	1
ENSMUSG00000110703	0	0	0	0	0	1	0	0	0
ENSMUSG00000110714	0	0	0	1	0	0	0	0	0
ENSMUSG00000110735	0	0	0	0	0	1	0	0	0
ENSMUSG00000110738	9	5	7	2	2	3	1	8	7
ENSMUSG00000110755	0	0	0	0	0	0	0	0	1
ENSMUSG00000110808	0	0	0	0	0	0	0	0	0
ENSMUSG00000110812	0	1	4	2	2	13	0	1	0
ENSMUSG00000110814	0	0	1	0	0	0	0	0	0
ENSMUSG00000110856	0	0	0	0	0	0	0	0	0
ENSMUSG00000110862	2	3	4	10	5	0	2	8	13
ENSMUSG00000110869	0	2	13	11	7	23	13	5	15
ENSMUSG00000110877	0	1	6	1	0	11	0	1	8
ENSMUSG00000110880	0	0	0	0	0	0	0	0	0
ENSMUSG00000110882	0	0	0	0	0	0	1	0	0
ENSMUSG00000110884	7	9	4	13	16	2	26	16	0
ENSMUSG00000110885	0	5	3	19	4	14	0	1	7
ENSMUSG00000110905	0	0	0	0	0	0	0	0	0
ENSMUSG00000110910	5	0	0	6	6	4	4	0	15
ENSMUSG00000110917	0	0	0	0	0	1	0	0	0
ENSMUSG00000110923	0	0	0	0	0	0	0	1	0
ENSMUSG00000110946	0	0	0	0	0	4	2	0	0
ENSMUSG00000110959	0	0	0	0	0	0	0	0	0
ENSMUSG00000110960	0	0	0	0	1	0	0	0	0
ENSMUSG00000110986	0	0	2	8	2	22	5	0	0
ENSMUSG00000110997	9	0	15	12	11	20	2	9	14
ENSMUSG00000111006	0	0	0	0	0	1	0	0	0
ENSMUSG00000111023	0	0	0	0	0	1	0	0	0
ENSMUSG00000111064	6	2	3	0	2	1	3	2	2
ENSMUSG00000111091	1	0	0	0	0	0	0	0	0
ENSMUSG00000111092	9	0	8	13	8	3	0	1	9
ENSMUSG00000111108	0	0	1	0	0	0	0	0	0
ENSMUSG00000111118	0	0	0	0	1	0	0	0	0
ENSMUSG00000111128	158	212	183	257	146	256	173	202	243
ENSMUSG00000111131	0	2	11	11	8	31	0	5	18
ENSMUSG00000111133	1	0	0	0	0	0	0	0	0
ENSMUSG00000111201	1	0	0	0	0	0	0	0	0
ENSMUSG00000111211	0	6	18	10	0	9	2	0	7
ENSMUSG00000111218	0	0	0	1	0	0	0	0	0
ENSMUSG00000111229	13	43	9	6	25	29	1	9	2
ENSMUSG00000111269	3	3	10	18	0	40	2	5	18
ENSMUSG00000111284	0	0	0	0	0	0	0	0	0
ENSMUSG00000111315	0	0	0	0	0	0	0	0	0
ENSMUSG00000111323	0	0	0	1	0	0	0	0	0
ENSMUSG00000111341	20	19	18	0	17	23	2	4	14
ENSMUSG00000111359	0	0	0	0	0	0	0	0	0
ENSMUSG00000111361	3	7	2	25	5	36	0	2	17
ENSMUSG00000111380	2	2	3	0	0	0	0	0	0
ENSMUSG00000111421	8	0	2	4	0	14	0	4	0
ENSMUSG00000111424	19	10	27	47	18	61	26	18	22
ENSMUSG00000111425	1	0	4	8	4	18	1	0	0
ENSMUSG00000111427	0	0	0	0	1	0	0	0	0
ENSMUSG00000111433	0	0	0	0	0	0	0	0	0
ENSMUSG00000111434	0	1	6	3	0	12	0	6	0
ENSMUSG00000111448	0	0	1	0	0	0	0	0	0
ENSMUSG00000111451	1	0	0	0	0	0	0	0	0
ENSMUSG00000111468	1	0	0	0	0	0	0	0	0
ENSMUSG00000111478	3	4	4	0	1	1	4	3	5
ENSMUSG00000111485	3	7	10	25	10	48	0	1	13
ENSMUSG00000111489	0	0	0	0	0	0	0	0	0
ENSMUSG00000111493	0	0	0	0	0	0	0	0	0
ENSMUSG00000111507	0	0	0	1	0	0	0	0	0
ENSMUSG00000111526	0	0	0	0	0	0	0	0	0
ENSMUSG00000111532	0	0	0	0	0	0	0	0	0
ENSMUSG00000111539	4	0	4	0	0	11	1	2	17
ENSMUSG00000111564	1	0	0	6	3	10	6	0	8
ENSMUSG00000111578	0	0	0	0	0	0	0	0	0
ENSMUSG00000111580	0	0	0	0	0	0	0	0	0
ENSMUSG00000111585	2	1	11	6	1	32	1	5	19
ENSMUSG00000111605	2	0	15	13	4	32	0	5	13
ENSMUSG00000111610	2	7	0	16	2	10	2	9	0
ENSMUSG00000111617	6	1	4	0	8	12	0	3	10
ENSMUSG00000111641	0	0	6	0	0	2	0	0	0
ENSMUSG00000111646	1	0	0	0	0	0	0	0	0
ENSMUSG00000111664	15	6	21	2	0	13	12	8	21
ENSMUSG00000111666	0	2	0	0	0	0	0	0	6
ENSMUSG00000111696	3	8	8	12	1	32	2	2	20
ENSMUSG00000111697	0	0	0	0	0	0	0	0	0
ENSMUSG00000111707	0	0	0	0	0	0	0	0	0
ENSMUSG00000111709	11	4	9	17	0	11	22	18	137
ENSMUSG00000111726	0	9	25	15	4	9	4	5	0
ENSMUSG00000111733	0	0	2	2	0	9	0	2	0
ENSMUSG00000111737	0	0	0	0	0	1	0	0	0
ENSMUSG00000111747	0	0	0	0	0	0	0	0	0
ENSMUSG00000111748	0	0	0	0	0	1	0	0	0
ENSMUSG00000111839	0	2	2	2	1	1	0	0	0
ENSMUSG00000111846	0	0	0	0	0	0	0	0	1
ENSMUSG00000111856	5	0	4	2	0	6	8	0	0
ENSMUSG00000111857	2	2	2	0	0	0	0	0	6
ENSMUSG00000111859	0	0	0	0	0	0	0	0	0
ENSMUSG00000111865	0	0	0	0	0	0	0	0	1
ENSMUSG00000111887	0	0	0	0	0	0	0	0	0
ENSMUSG00000111892	0	0	1	0	0	0	0	0	0
ENSMUSG00000111893	0	0	0	0	0	0	0	0	0
ENSMUSG00000111894	1	13	0	10	0	4	0	3	1
ENSMUSG00000111910	0	0	0	0	0	0	1	0	0
ENSMUSG00000111917	3	2	5	19	0	24	2	4	8
ENSMUSG00000111924	0	0	0	0	1	0	0	0	0
ENSMUSG00000111932	0	0	0	0	0	0	0	1	0
ENSMUSG00000111935	0	0	0	0	1	0	0	0	0
ENSMUSG00000111940	0	4	1	1	2	2	8	0	0
ENSMUSG00000111953	0	0	0	0	0	0	0	0	0
ENSMUSG00000111958	0	0	0	0	0	0	0	0	0
ENSMUSG00000111960	9	6	0	3	4	0	16	7	3
ENSMUSG00000111965	0	0	0	0	0	0	0	0	1
ENSMUSG00000111976	0	0	0	0	0	0	0	0	0
ENSMUSG00000111981	0	0	0	0	0	0	0	0	0
ENSMUSG00000111986	0	0	0	0	0	0	0	0	1
ENSMUSG00000111997	6	2	14	11	0	20	2	14	33
ENSMUSG00000112003	90	0	0	0	90	0	0	91	0
ENSMUSG00000112007	2	177	127	2	2	52	0	0	5
ENSMUSG00000112009	0	1	0	2	3	4	3	0	0
ENSMUSG00000112010	0	0	0	0	0	0	0	0	0
ENSMUSG00000112015	0	0	0	0	0	1	0	0	0
ENSMUSG00000112019	0	0	0	0	0	1	0	0	0
ENSMUSG00000112021	2	0	4	0	7	0	0	8	0
ENSMUSG00000112031	0	0	0	0	0	0	0	0	0
ENSMUSG00000112035	4	7	0	8	3	5	0	7	0
ENSMUSG00000112041	4	9	15	4	0	2	8	0	0
ENSMUSG00000112059	0	0	0	0	0	0	0	0	0
ENSMUSG00000112067	1	2	7	6	0	50	5	2	13
ENSMUSG00000112068	0	0	0	1	0	0	0	0	0
ENSMUSG00000112080	0	0	12	2	0	0	10	6	0
ENSMUSG00000112082	0	0	0	0	0	0	0	0	0
ENSMUSG00000112085	0	0	0	0	0	1	0	0	0
ENSMUSG00000112112	0	0	16	0	0	0	0	1	3
ENSMUSG00000112132	0	0	0	0	0	0	0	0	0
ENSMUSG00000112133	0	0	0	0	0	0	0	0	0
ENSMUSG00000112134	1	0	4	5	2	0	0	0	14
ENSMUSG00000112160	7	24	24	76	32	145	14	40	127
ENSMUSG00000112163	118	0	113	106	53	2	0	0	1
ENSMUSG00000112167	0	1	0	0	0	0	0	0	0
ENSMUSG00000112187	0	0	0	0	0	0	0	0	0
ENSMUSG00000112204	0	0	0	0	0	0	0	0	0
ENSMUSG00000112213	0	0	0	0	0	0	0	0	0
ENSMUSG00000112227	0	0	0	0	0	0	0	0	0
ENSMUSG00000112236	0	0	0	0	0	0	0	0	0
ENSMUSG00000112239	0	0	7	0	2	13	4	0	3
ENSMUSG00000112258	0	0	0	0	0	0	0	0	0
ENSMUSG00000112269	0	0	1	0	0	0	0	0	0
ENSMUSG00000112271	0	0	0	0	0	0	1	0	0
ENSMUSG00000112285	0	0	0	0	0	0	0	0	0
ENSMUSG00000112294	0	3	1	6	0	0	17	4	2
ENSMUSG00000112317	11	17	15	24	3	30	0	15	5
ENSMUSG00000112318	0	1	0	0	0	0	0	0	0
ENSMUSG00000112332	2	11	4	13	2	30	0	0	10
ENSMUSG00000112340	0	0	0	0	0	0	0	0	1
ENSMUSG00000112341	0	0	0	0	0	0	0	0	0
ENSMUSG00000112352	4	0	6	10	0	6	8	0	0
ENSMUSG00000112358	0	0	0	6	5	19	11	5	8
ENSMUSG00000112366	0	0	0	0	1	0	0	0	0
ENSMUSG00000112375	1	1	6	0	4	0	0	0	12
ENSMUSG00000112385	0	0	0	0	0	0	0	0	0
ENSMUSG00000112391	6	0	2	9	0	21	0	0	10
ENSMUSG00000112393	0	4	4	0	0	25	0	9	0
ENSMUSG00000112408	0	0	0	0	0	0	0	0	0
ENSMUSG00000112411	9	5	7	20	7	50	0	7	8
ENSMUSG00000112412	0	0	0	0	0	1	0	0	0
ENSMUSG00000112441	2	0	0	0	2	2	0	1	0
ENSMUSG00000112471	1	0	0	0	0	0	0	0	0
ENSMUSG00000112478	896	421	47	350	778	291	678	1184	1165
ENSMUSG00000112481	5	6	3	3	1	19	0	0	2
ENSMUSG00000112483	0	4	25	5	3	29	1	12	3
ENSMUSG00000112492	0	0	0	0	0	0	0	0	0
ENSMUSG00000112518	0	0	0	0	0	0	0	0	0
ENSMUSG00000112525	0	0	0	0	0	1	0	0	0
ENSMUSG00000112528	0	0	5	6	0	7	0	0	6
ENSMUSG00000112530	6	12	11	17	0	40	7	11	11
ENSMUSG00000112538	0	0	0	0	0	0	0	0	0
ENSMUSG00000112580	0	0	1	0	0	0	0	0	0
ENSMUSG00000112595	0	0	0	1	0	18	0	0	0
ENSMUSG00000112607	0	0	1	0	0	0	0	14	0
ENSMUSG00000112610	0	0	0	0	1	0	0	0	0
ENSMUSG00000112637	4	0	4	24	0	72	0	6	8
ENSMUSG00000112638	0	0	0	0	0	0	0	0	0
ENSMUSG00000112640	5	1	9	13	4	44	1	4	27
ENSMUSG00000112650	0	0	1	0	0	0	0	0	0
ENSMUSG00000112652	12	5	13	0	2	7	4	0	8
ENSMUSG00000112655	14	12	19	0	20	17	7	2	13
ENSMUSG00000112672	0	0	0	0	0	0	0	0	0
ENSMUSG00000112673	0	2	2	1	0	3	0	2	4
ENSMUSG00000112693	1	7	14	11	13	0	0	0	0
ENSMUSG00000112694	0	0	0	0	1	0	0	0	0
ENSMUSG00000112696	0	0	0	0	0	0	0	0	0
ENSMUSG00000112701	0	0	1	0	0	0	0	0	0
ENSMUSG00000112707	0	0	0	0	0	0	0	0	1
ENSMUSG00000112734	1	0	8	14	2	23	3	3	12
ENSMUSG00000112738	0	0	0	0	0	0	0	0	0
ENSMUSG00000112739	1	2	0	0	10	12	0	0	0
ENSMUSG00000112741	0	0	0	1	0	0	0	0	0
ENSMUSG00000112745	2	7	0	10	0	22	10	10	8
ENSMUSG00000112747	0	0	2	2	0	4	1	0	0
ENSMUSG00000112756	3	0	10	11	0	40	4	2	9
ENSMUSG00000112778	0	0	0	0	0	0	0	3	2
ENSMUSG00000112784	0	0	0	0	0	0	0	0	1
ENSMUSG00000112788	8	11	14	35	4	67	3	12	47
ENSMUSG00000112790	4	2	32	17	18	50	4	14	42
ENSMUSG00000112816	0	0	7	7	2	13	4	8	10
ENSMUSG00000112820	5	1	0	6	4	29	1	1	6
ENSMUSG00000112823	0	0	0	0	0	0	0	0	1
ENSMUSG00000112831	0	0	1	0	0	0	0	0	0
ENSMUSG00000112836	0	0	0	0	0	0	0	0	1
ENSMUSG00000112847	1	0	0	6	1	7	0	0	3
ENSMUSG00000112858	0	0	0	0	1	0	0	0	0
ENSMUSG00000112874	0	0	0	0	0	1	0	0	0
ENSMUSG00000112878	0	0	0	0	0	0	0	0	0
ENSMUSG00000112879	0	0	5	5	7	8	0	3	19
ENSMUSG00000112881	0	0	0	0	0	0	0	0	0
ENSMUSG00000112888	0	0	0	0	0	0	0	0	0
ENSMUSG00000112889	0	0	0	1	0	0	0	0	0
ENSMUSG00000112892	0	0	0	0	0	0	0	0	0
ENSMUSG00000112903	0	1	0	0	0	0	0	0	0
ENSMUSG00000112906	0	0	0	0	0	0	0	0	0
ENSMUSG00000112918	6	0	1	0	3	17	0	0	7
ENSMUSG00000112930	0	0	0	0	0	0	0	0	0
ENSMUSG00000112936	0	0	0	0	0	0	0	0	0
ENSMUSG00000112938	0	0	0	0	0	1	0	0	0
ENSMUSG00000112942	0	0	0	0	0	0	0	0	0
ENSMUSG00000112944	7	10	5	18	5	92	12	0	13
ENSMUSG00000112948	2	13	5	17	5	72	1	0	11
ENSMUSG00000112955	3	12	6	31	2	94	8	6	17
ENSMUSG00000112969	11	0	0	0	12	0	0	0	0
ENSMUSG00000112988	0	0	0	0	0	0	0	0	0
ENSMUSG00000112995	0	0	0	0	0	0	0	0	0
ENSMUSG00000113011	0	0	0	0	0	0	0	0	0
ENSMUSG00000113015	0	1	7	3	8	27	8	6	15
ENSMUSG00000113023	0	0	0	0	0	0	0	0	0
ENSMUSG00000113029	11	6	0	0	4	0	0	1	15
ENSMUSG00000113031	0	20	10	13	2	9	2	20	2
ENSMUSG00000113036	0	1	0	0	0	0	0	0	0
ENSMUSG00000113041	9	2	1	7	0	55	11	4	5
ENSMUSG00000113045	0	3	4	0	9	14	0	5	6
ENSMUSG00000113051	0	0	0	0	0	0	0	0	0
ENSMUSG00000113058	0	0	0	0	0	0	0	0	0
ENSMUSG00000113065	34	4	27	46	12	158	5	9	35
ENSMUSG00000113083	1	0	0	0	0	0	0	0	0
ENSMUSG00000113084	0	0	0	0	0	0	0	0	0
ENSMUSG00000113088	0	0	0	0	2	3	15	0	0
ENSMUSG00000113093	0	0	0	1	0	0	0	0	0
ENSMUSG00000113101	1	2	1	4	3	12	0	3	11
ENSMUSG00000113104	0	0	0	0	0	1	0	0	0
ENSMUSG00000113107	0	0	0	1	0	0	0	0	0
ENSMUSG00000113123	3	6	0	19	15	16	17	9	8
ENSMUSG00000113126	0	8	12	10	4	8	0	2	2
ENSMUSG00000113140	4	2	29	46	14	61	8	18	29
ENSMUSG00000113154	0	0	0	0	0	1	0	0	0
ENSMUSG00000113159	10	8	5	1	6	18	0	14	15
ENSMUSG00000113160	0	0	0	0	0	0	0	0	0
ENSMUSG00000113162	0	0	0	0	0	0	0	0	0
ENSMUSG00000113168	0	0	0	1	0	0	0	0	0
ENSMUSG00000113184	0	2	1	0	5	0	0	9	8
ENSMUSG00000113188	0	0	0	0	0	0	1	0	0
ENSMUSG00000113190	2	0	0	0	0	14	0	4	3
ENSMUSG00000113195	6	0	0	0	0	14	0	0	0
ENSMUSG00000113196	4	9	14	29	7	87	8	8	58
ENSMUSG00000113204	229	191	286	434	221	525	199	254	402
ENSMUSG00000113211	5	27	3	12	19	17	4	21	0
ENSMUSG00000113226	18	16	32	26	17	53	14	14	26
ENSMUSG00000113236	0	0	0	0	0	0	0	1	0
ENSMUSG00000113240	0	0	1	1	0	1	309	1	1
ENSMUSG00000113249	0	0	0	1	0	0	0	0	0
ENSMUSG00000113263	2	15	19	27	29	17	24	28	1
ENSMUSG00000113273	0	0	0	0	0	0	0	0	0
ENSMUSG00000113290	16	28	8	9	15	33	0	5	15
ENSMUSG00000113314	0	0	0	0	0	0	1	0	0
ENSMUSG00000113322	0	0	0	0	0	1	0	0	0
ENSMUSG00000113332	0	12	0	5	4	3	11	4	0
ENSMUSG00000113336	0	0	0	1	0	0	0	0	0
ENSMUSG00000113341	9	0	14	17	12	32	4	17	11
ENSMUSG00000113344	0	0	0	1	0	0	0	0	0
ENSMUSG00000113353	0	0	0	0	0	1	0	0	0
ENSMUSG00000113360	0	0	0	0	0	0	0	1	0
ENSMUSG00000113379	2	0	4	20	0	19	5	0	14
ENSMUSG00000113388	2	0	8	7	1	17	8	2	14
ENSMUSG00000113393	1	0	1	9	0	20	2	2	4
ENSMUSG00000113416	32	25	37	34	28	55	14	40	134
ENSMUSG00000113419	0	0	0	1	0	0	0	0	0
ENSMUSG00000113421	0	0	0	0	0	1	0	0	0
ENSMUSG00000113423	0	0	4	10	2	11	9	0	2
ENSMUSG00000113424	142	189	118	116	114	78	124	127	137
ENSMUSG00000113431	3	1	0	0	1	0	1	6	0
ENSMUSG00000113433	0	0	0	0	0	0	0	0	0
ENSMUSG00000113447	0	1	0	0	0	0	0	0	0
ENSMUSG00000113448	10	3	4	10	2	28	2	0	13
ENSMUSG00000113457	0	0	0	0	0	0	0	0	0
ENSMUSG00000113462	0	0	0	0	2	0	0	1	1
ENSMUSG00000113473	0	1	10	11	8	27	4	1	18
ENSMUSG00000113476	9	11	10	61	7	124	3	11	19
ENSMUSG00000113481	0	0	0	0	0	0	0	0	0
ENSMUSG00000113508	0	0	0	0	0	1	0	0	0
ENSMUSG00000113511	0	1	0	4	0	22	0	3	0
ENSMUSG00000113514	0	0	0	0	0	0	0	0	0
ENSMUSG00000113521	0	0	0	0	0	0	0	1	0
ENSMUSG00000113522	0	0	0	0	0	0	0	0	0
ENSMUSG00000113523	2	0	2	9	1	11	1	3	6
ENSMUSG00000113527	2	5	2	11	0	0	0	8	0
ENSMUSG00000113529	4	12	14	16	15	10	14	20	29
ENSMUSG00000113530	0	0	0	0	0	0	0	0	0
ENSMUSG00000113531	0	0	0	0	0	0	0	0	0
ENSMUSG00000113537	0	0	0	0	0	0	0	0	1
ENSMUSG00000113540	0	0	2	2	0	15	7	0	2
ENSMUSG00000113548	0	0	0	0	0	0	0	0	0
ENSMUSG00000113557	0	0	0	0	0	0	0	1	0
ENSMUSG00000113559	0	0	0	0	0	0	1	0	0
ENSMUSG00000113577	1	0	1	2	0	10	0	0	10
ENSMUSG00000113581	110	182	66	147	100	275	37	39	0
ENSMUSG00000113586	0	0	1	0	0	0	0	0	0
ENSMUSG00000113589	0	6	0	3	2	5	19	2	6
ENSMUSG00000113610	1	6	1	0	4	21	2	10	8
ENSMUSG00000113611	1	0	0	0	1	0	5	0	0
ENSMUSG00000113617	1	0	0	0	0	0	0	0	0
ENSMUSG00000113619	0	0	0	1	0	0	0	0	0
ENSMUSG00000113623	0	1	0	7	1	10	0	2	0
ENSMUSG00000113630	0	0	0	0	0	1	0	0	0
ENSMUSG00000113637	0	2	1	0	0	0	55	2	0
ENSMUSG00000113646	0	9	0	2	2	6	12	1	0
ENSMUSG00000113647	7	0	11	2	9	5	0	0	0
ENSMUSG00000113650	10	5	15	41	15	57	3	7	18
ENSMUSG00000113656	3	6	2	8	0	18	0	2	6
ENSMUSG00000113660	0	0	0	1	0	0	0	0	0
ENSMUSG00000113696	0	0	0	0	0	0	0	0	1
ENSMUSG00000113707	16	36	11	18	22	19	13	10	14
ENSMUSG00000113710	0	0	0	0	0	0	0	0	0
ENSMUSG00000113736	0	0	0	0	0	0	0	0	0
ENSMUSG00000113764	3	0	16	5	0	14	4	0	11
ENSMUSG00000113765	0	0	0	0	1	0	0	0	0
ENSMUSG00000113775	10	14	15	28	0	72	17	7	45
ENSMUSG00000113776	35	34	54	47	47	92	43	28	35
ENSMUSG00000113778	0	10	0	16	8	7	3	10	2
ENSMUSG00000113790	0	0	0	0	0	0	1	0	0
ENSMUSG00000113792	0	1	20	16	0	65	0	8	4
ENSMUSG00000113795	6	1	5	23	7	52	1	6	37
ENSMUSG00000113801	0	0	0	0	0	0	0	0	0
ENSMUSG00000113809	0	0	0	0	0	1	0	0	0
ENSMUSG00000113817	0	0	0	1	0	0	0	0	0
ENSMUSG00000113821	1	0	0	0	0	0	0	0	0
ENSMUSG00000113831	7	0	8	11	2	20	4	0	15
ENSMUSG00000113834	0	0	0	0	1	0	0	0	0
ENSMUSG00000113842	6	3	2	20	1	33	1	2	15
ENSMUSG00000113844	0	0	0	0	0	0	0	0	0
ENSMUSG00000113852	0	1	8	22	0	23	3	3	21
ENSMUSG00000113856	0	10	0	0	0	4	5	9	0
ENSMUSG00000113857	0	0	0	1	0	0	0	0	0
ENSMUSG00000113864	12	0	9	18	9	27	8	0	13
ENSMUSG00000113866	6	0	7	2	0	9	0	0	3
ENSMUSG00000113869	4	2	3	16	1	32	6	0	2
ENSMUSG00000113871	1	2	9	0	0	11	0	3	6
ENSMUSG00000113881	0	0	0	0	0	1	0	0	0
ENSMUSG00000113908	0	0	2	12	2	11	0	0	7
ENSMUSG00000113915	0	0	0	0	0	0	0	0	0
ENSMUSG00000113917	14	3	2	20	13	28	5	0	15
ENSMUSG00000113922	3	0	6	4	0	26	4	0	7
ENSMUSG00000113931	0	0	1	0	0	0	0	0	0
ENSMUSG00000113963	0	0	0	0	0	0	0	0	0
ENSMUSG00000113966	0	7	3	6	0	2	0	4	10
ENSMUSG00000113978	0	2	5	7	0	19	4	6	3
ENSMUSG00000113982	0	1	0	0	0	0	0	0	0
ENSMUSG00000113985	0	0	0	0	0	0	0	1	0
ENSMUSG00000113996	2	170	0	169	196	133	216	218	0
ENSMUSG00000113998	0	0	0	4	0	20	0	0	2
ENSMUSG00000114028	0	0	0	2	0	2	0	0	0
ENSMUSG00000114044	0	0	0	0	0	0	0	0	0
ENSMUSG00000114063	0	0	0	1	0	0	0	0	0
ENSMUSG00000114068	4	0	10	8	2	11	0	2	15
ENSMUSG00000114081	7	14	13	19	15	8	9	0	2
ENSMUSG00000114082	1	0	0	0	0	0	0	0	0
ENSMUSG00000114087	0	0	0	0	0	0	0	0	0
ENSMUSG00000114094	11	0	3	13	0	22	7	0	6
ENSMUSG00000114095	0	0	6	5	0	9	4	0	0
ENSMUSG00000114103	0	0	0	1	0	0	0	0	0
ENSMUSG00000114117	0	0	0	0	0	0	1	0	0
ENSMUSG00000114123	2	4	7	4	0	18	0	1	10
ENSMUSG00000114125	0	0	0	0	0	0	0	0	2
ENSMUSG00000114133	21	4	1	7	19	1	3	14	3
ENSMUSG00000114142	0	0	0	0	0	0	0	0	0
ENSMUSG00000114147	0	0	0	0	0	1	0	0	0
ENSMUSG00000114152	0	0	0	0	1	0	0	0	0
ENSMUSG00000114164	0	0	0	0	0	1	0	0	0
ENSMUSG00000114169	6	5	5	9	5	61	0	0	6
ENSMUSG00000114175	0	0	0	0	0	0	0	0	0
ENSMUSG00000114187	0	0	0	0	0	0	0	0	0
ENSMUSG00000114190	0	4	0	0	2	0	0	0	0
ENSMUSG00000114193	5	11	21	13	4	65	0	12	36
ENSMUSG00000114208	0	0	0	0	0	0	0	0	0
ENSMUSG00000114213	0	0	0	0	0	0	0	0	0
ENSMUSG00000114214	0	0	0	0	1	0	0	0	0
ENSMUSG00000114228	0	0	0	1	0	0	0	0	0
ENSMUSG00000114246	0	0	1	0	0	0	0	0	0
